id,version,date,business_line,products,plan_id,plant_cedis,address,country,group,latittude,longitude,articles,units,unit cost,income,admin_costs,production_costs
3585,Actual,2018.Feb,Frozen foods,Four meat ravioli,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"29,200",£1.99,"-£70,752","£23,620","£34,345"
3586,Actual,2018.Feb,Frozen foods,Four meat ravioli,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"39,700",£1.96,"-£83,721","£31,631","£45,995"
3587,Actual,2018.Feb,Frozen foods,Four meat ravioli,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"59,200",£1.87,"-£139,911","£19,157","£91,642"
3588,Actual,2018.Feb,Frozen foods,Four meat ravioli,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"27,600",£1.79,"-£58,649","£19,937","£29,489"
3589,Actual,2018.Feb,Frozen foods,Alfredo pasta,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"424,700",£0.47,"-£292,393","£36,928","£162,731"
3590,Actual,2018.Feb,Frozen foods,Alfredo pasta,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"296,900",£0.43,"-£173,430","£35,163","£92,554"
3591,Actual,2018.Feb,Frozen foods,Alfredo pasta,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"231,000",£0.32,"-£72,886","£33,853","£40,087"
3592,Actual,2018.Feb,Frozen foods,Alfredo pasta,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"126,400",£0.47,"-£71,673","£24,506","£34,945"
3593,Actual,2018.Feb,Frozen foods,Alfredo pasta,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"231,700",£0.47,"-£149,530","£29,792","£79,194"
3594,Actual,2018.Feb,Frozen foods,Alfredo pasta,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"103,600",£0.34,"-£39,423","£10,573","£24,680"
3595,Actual,2018.Feb,Frozen foods,Italian meatballs,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"72,100",£2.34,"-£228,377","£34,884","£134,147"
3596,Actual,2018.Feb,Frozen foods,Italian meatballs,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"27,700",£2.92,"-£119,692","£19,747","£61,081"
3597,Actual,2018.Feb,Frozen foods,Italian meatballs,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"25,500",£2.20,"-£69,832","£19,194","£36,911"
3598,Actual,2018.Feb,Frozen foods,Italian meatballs,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"23,000",£2.50,"-£69,253","£22,855","£34,668"
3599,Actual,2018.Feb,Frozen foods,Italian meatballs,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"31,700",£2.18,"-£81,244","£13,116","£55,864"
3600,Actual,2018.Feb,Frozen foods,Italian meatballs,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"15,000",£2.46,"-£40,759","£11,798","£25,045"
3601,Actual,2018.Feb,Frozen foods,Brocoli soup,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"48,200",£2.84,"-£224,062","£25,993","£110,682"
3602,Actual,2018.Feb,Frozen foods,Brocoli soup,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"41,200",£2.21,"-£125,606","£19,453","£71,522"
3603,Actual,2018.Feb,Frozen foods,Brocoli soup,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"25,300",£2.87,"-£84,943","£35,864","£36,836"
3604,Actual,2018.Feb,Frozen foods,Brocoli soup,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"24,000",£2.70,"-£85,510","£19,677","£45,032"
3605,Actual,2018.Feb,Frozen foods,Brocoli soup,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"28,900",£2.44,"-£82,105","£12,997","£57,581"
3606,Actual,2018.Feb,Frozen foods,Brocoli soup,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"13,200",£2.86,"-£35,179","£10,638","£27,060"
3607,Actual,2018.Feb,Beverages,Soda,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"53,900",£1.89,"-£151,647","£27,491","£74,432"
3608,Actual,2018.Feb,Beverages,Soda,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"60,000",£1.88,"-£163,373","£31,809","£81,257"
3609,Actual,2018.Feb,Beverages,Soda,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"42,800",£1.61,"-£78,888","£32,370","£36,685"
3610,Actual,2018.Feb,Beverages,Soda,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"27,200",£1.69,"-£50,872","£18,806","£27,176"
3611,Actual,2018.Feb,Beverages,Soda,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"62,500",£1.56,"-£119,201","£26,408","£71,229"
3612,Actual,2018.Feb,Beverages,Soda,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"14,700",£1.79,"-£30,608","£7,810","£18,445"
3613,Actual,2018.Feb,Beverages,Water,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"116,000",£1.76,"-£303,293","£59,484","£144,753"
3614,Actual,2018.Feb,Beverages,Water,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"39,800",£2.33,"-£137,739","£17,462","£75,111"
3615,Actual,2018.Feb,Beverages,Water,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"23,000",£1.89,"-£53,814","£15,967","£27,403"
3616,Actual,2018.Feb,Beverages,Water,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"17,500",£2.00,"-£43,808","£13,568","£21,405"
3617,Actual,2018.Feb,Beverages,Water,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"47,300",£1.98,"-£129,641","£22,526","£70,903"
3618,Actual,2018.Feb,Beverages,Water,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"13,000",£2.39,"-£35,461","£11,824","£19,262"
3619,Actual,2018.Feb,Beverages,Coffee,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"169,600",£1.07,"-£281,149","£39,429","£142,119"
3620,Actual,2018.Feb,Beverages,Coffee,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"171,800",£1.01,"-£211,459","£47,317","£126,365"
3621,Actual,2018.Feb,Beverages,Coffee,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"38,600",£1.32,"-£61,438","£21,361","£29,645"
3622,Actual,2018.Feb,Beverages,Coffee,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"62,600",£1.10,"-£87,253","£23,542","£45,342"
3623,Actual,2018.Feb,Beverages,Coffee,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"74,900",£1.17,"-£116,016","£24,556","£63,135"
3624,Actual,2018.Feb,Beverages,Coffee,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"52,800",£1.05,"-£55,233","£17,934","£37,630"
3625,Actual,2018.Feb,Beverages,Tea,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"224,900",£0.73,"-£220,768","£42,643","£121,670"
3626,Actual,2018.Feb,Beverages,Tea,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"293,300",£0.65,"-£240,850","£32,924","£157,813"
3627,Actual,2018.Feb,Beverages,Tea,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"65,100",£0.73,"-£57,055","£21,972","£25,570"
3628,Actual,2018.Feb,Beverages,Tea,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"65,200",£0.89,"-£63,388","£23,426","£34,696"
3629,Actual,2018.Feb,Beverages,Tea,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"133,400",£0.92,"-£146,678","£34,845","£87,969"
3630,Actual,2018.Feb,Beverages,Tea,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"62,100",£0.65,"-£44,057","£13,973","£26,465"
3631,Actual,2018.Feb,Snacks,Chips,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"54,000",£2.18,"-£167,902","£29,804","£88,141"
3632,Actual,2018.Feb,Snacks,Chips,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"67,100",£2.13,"-£196,274","£35,223","£107,990"
3633,Actual,2018.Feb,Snacks,Chips,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"26,100",£2.36,"-£71,876","£25,965","£35,717"
3634,Actual,2018.Feb,Snacks,Chips,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"17,200",£2.31,"-£46,523","£13,833","£25,922"
3635,Actual,2018.Feb,Snacks,Chips,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"36,900",£1.87,"-£92,959","£17,924","£51,170"
3636,Actual,2018.Feb,Snacks,Chips,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"21,400",£1.98,"-£40,058","£13,256","£29,147"
3637,Actual,2018.Feb,Snacks,Cookies,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"102,800",£1.87,"-£318,894","£49,533","£142,738"
3638,Actual,2018.Feb,Snacks,Cookies,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"53,800",£1.53,"-£122,600","£16,511","£65,964"
3639,Actual,2018.Feb,Snacks,Cookies,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"30,300",£1.85,"-£59,918","£23,475","£32,474"
3640,Actual,2018.Feb,Snacks,Cookies,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"52,000",£1.63,"-£91,398","£34,172","£50,365"
3641,Actual,2018.Feb,Snacks,Cookies,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"44,000",£1.90,"-£110,947","£22,007","£61,756"
3642,Actual,2018.Feb,Snacks,Cookies,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"36,600",£1.58,"-£59,563","£17,872","£40,106"
3643,Actual,2018.Feb,Snacks,Crackers,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"71,500",£2.27,"-£236,632","£41,859","£120,602"
3644,Actual,2018.Feb,Snacks,Crackers,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"49,100",£2.23,"-£134,510","£30,401","£79,217"
3645,Actual,2018.Feb,Snacks,Crackers,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"27,700",£2.28,"-£65,466","£30,954","£32,270"
3646,Actual,2018.Feb,Snacks,Crackers,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"26,700",£2.36,"-£73,534","£18,915","£44,147"
3647,Actual,2018.Feb,Snacks,Crackers,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"68,000",£2.14,"-£175,090","£26,319","£119,492"
3648,Actual,2018.Feb,Snacks,Crackers,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"17,700",£2.62,"-£43,984","£17,337","£29,086"
3649,Actual,2018.Mar,Dairy,Cheese,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"67,400",£2.28,"-£175,546","£23,056","£130,811"
3650,Actual,2018.Mar,Dairy,Cheese,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"39,500",£2.27,"-£110,490","£22,307","£67,229"
3651,Actual,2018.Mar,Dairy,Cheese,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"25,000",£2.27,"-£50,119","£20,705","£36,008"
3652,Actual,2018.Mar,Dairy,Cheese,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"32,300",£2.28,"-£69,372","£24,935","£48,826"
3653,Actual,2018.Mar,Dairy,Cheese,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"51,800",£2.39,"-£124,505","£31,262","£92,770"
3654,Actual,2018.Mar,Dairy,Cheese,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"29,500",£1.72,"-£43,889","£14,233","£36,593"
3655,Actual,2018.Mar,Dairy,Butter and margarine,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"76,500",£2.78,"-£262,102","£42,873","£169,947"
3656,Actual,2018.Mar,Dairy,Butter and margarine,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"41,100",£2.54,"-£118,293","£20,719","£83,554"
3657,Actual,2018.Mar,Dairy,Butter and margarine,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"25,000",£2.66,"-£64,505","£27,274","£39,233"
3658,Actual,2018.Mar,Dairy,Butter and margarine,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"17,900",£2.88,"-£54,302","£16,574","£35,054"
3659,Actual,2018.Mar,Dairy,Butter and margarine,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"61,300",£2.28,"-£160,522","£30,259","£109,267"
3660,Actual,2018.Mar,Dairy,Butter and margarine,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"13,800",£2.47,"-£28,949","£9,629","£24,421"
3661,Actual,2018.Mar,Breakfast and cereal,Cereal,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"79,200",£2.20,"-£229,173","£27,008","£147,563"
3662,Actual,2018.Mar,Breakfast and cereal,Cereal,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"42,800",£2.34,"-£112,865","£14,649","£85,606"
3663,Actual,2018.Mar,Breakfast and cereal,Cereal,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"36,500",£1.95,"-£68,909","£23,295","£47,785"
3664,Actual,2018.Mar,Breakfast and cereal,Cereal,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"31,500",£1.83,"-£53,872","£17,167","£40,406"
3665,Actual,2018.Mar,Breakfast and cereal,Cereal,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"54,600",£2.17,"-£135,004","£18,392","£100,339"
3666,Actual,2018.Mar,Breakfast and cereal,Cereal,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"24,200",£2.46,"-£51,898","£15,868","£43,761"
3667,Actual,2018.Mar,Breakfast and cereal,Granola,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"66,900",£2.07,"-£186,776","£34,299","£104,367"
3668,Actual,2018.Mar,Breakfast and cereal,Granola,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"64,800",£1.80,"-£153,268","£25,658","£91,072"
3669,Actual,2018.Mar,Breakfast and cereal,Granola,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"24,200",£1.63,"-£43,278","£14,615","£24,800"
3670,Actual,2018.Mar,Breakfast and cereal,Granola,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"33,800",£1.67,"-£67,245","£20,997","£35,345"
3671,Actual,2018.Mar,Breakfast and cereal,Granola,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"48,300",£1.68,"-£97,009","£15,690","£65,621"
3672,Actual,2018.Mar,Breakfast and cereal,Granola,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"20,200",£1.88,"-£38,695","£11,102","£26,889"
3673,Actual,2018.Mar,Breakfast and cereal,Pancakes,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"58,200",£2.14,"-£149,932","£25,252","£99,006"
3674,Actual,2018.Mar,Breakfast and cereal,Pancakes,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"54,600",£2.98,"-£177,776","£28,227","£134,259"
3675,Actual,2018.Mar,Breakfast and cereal,Pancakes,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"35,500",£2.48,"-£90,223","£36,013","£51,880"
3676,Actual,2018.Mar,Breakfast and cereal,Pancakes,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"28,600",£2.49,"-£78,658","£20,195","£51,122"
3677,Actual,2018.Mar,Breakfast and cereal,Pancakes,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"37,200",£2.95,"-£128,041","£23,118","£86,742"
3678,Actual,2018.Mar,Breakfast and cereal,Pancakes,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"11,700",£2.77,"-£27,402","£10,248","£22,136"
3679,Actual,2018.Mar,Frozen foods,Four meat ravioli,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"114,900",£1.96,"-£313,301","£52,638","£172,860"
3680,Actual,2018.Mar,Frozen foods,Four meat ravioli,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"86,700",£1.56,"-£153,349","£30,027","£105,400"
3681,Actual,2018.Mar,Frozen foods,Four meat ravioli,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"33,200",£1.78,"-£56,488","£19,974","£38,965"
3682,Actual,2018.Mar,Frozen foods,Four meat ravioli,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"27,200",£2.12,"-£60,725","£19,975","£37,702"
3683,Actual,2018.Mar,Frozen foods,Four meat ravioli,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"74,600",£1.91,"-£145,537","£34,028","£108,660"
3684,Actual,2018.Mar,Frozen foods,Four meat ravioli,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"25,700",£1.90,"-£40,542","£12,523","£36,216"
3685,Actual,2018.Mar,Frozen foods,Alfredo pasta,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"352,700",£0.46,"-£233,372","£33,904","£128,379"
3686,Actual,2018.Mar,Frozen foods,Alfredo pasta,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"502,700",£0.33,"-£183,783","£32,369","£133,558"
3687,Actual,2018.Mar,Frozen foods,Alfredo pasta,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"237,900",£0.44,"-£95,771","£34,172","£70,543"
3688,Actual,2018.Mar,Frozen foods,Alfredo pasta,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"115,900",£0.47,"-£55,466","£16,580","£37,981"
3689,Actual,2018.Mar,Frozen foods,Alfredo pasta,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"268,300",£0.34,"-£107,078","£19,265","£71,984"
3690,Actual,2018.Mar,Frozen foods,Alfredo pasta,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"64,600",£0.46,"-£28,205","£7,066","£22,704"
3691,Actual,2018.Mar,Frozen foods,Italian meatballs,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"65,100",£2.42,"-£214,783","£31,475","£126,276"
3692,Actual,2018.Mar,Frozen foods,Italian meatballs,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"84,100",£2.16,"-£199,529","£36,430","£145,316"
3693,Actual,2018.Mar,Frozen foods,Italian meatballs,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"18,600",£2.87,"-£47,389","£21,824","£31,519"
3694,Actual,2018.Mar,Frozen foods,Italian meatballs,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"27,000",£2.36,"-£67,308","£25,037","£38,612"
3695,Actual,2018.Mar,Frozen foods,Italian meatballs,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"46,600",£2.01,"-£103,207","£22,388","£71,441"
3696,Actual,2018.Mar,Frozen foods,Italian meatballs,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"10,800",£2.74,"-£27,426","£8,736","£20,862"
3697,Actual,2018.Mar,Frozen foods,Brocoli soup,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"55,200",£2.86,"-£205,601","£37,258","£120,342"
3698,Actual,2018.Mar,Frozen foods,Brocoli soup,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"60,000",£2.83,"-£189,812","£30,515","£139,564"
3699,Actual,2018.Mar,Frozen foods,Brocoli soup,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"23,400",£2.86,"-£68,996","£23,029","£43,851"
3700,Actual,2018.Mar,Frozen foods,Brocoli soup,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"21,700",£2.86,"-£61,428","£20,138","£42,031"
3701,Actual,2018.Mar,Frozen foods,Brocoli soup,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"40,700",£2.11,"-£106,190","£22,588","£63,377"
3702,Actual,2018.Mar,Frozen foods,Brocoli soup,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"10,800",£2.41,"-£25,430","£9,031","£17,031"
3703,Actual,2018.Mar,Beverages,Soda,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"143,800",£1.44,"-£265,814","£33,964","£173,239"
3704,Actual,2018.Mar,Beverages,Soda,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"59,000",£1.93,"-£141,517","£16,868","£97,193"
3705,Actual,2018.Mar,Beverages,Soda,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"44,900",£1.90,"-£93,801","£34,164","£51,316"
3706,Actual,2018.Mar,Beverages,Soda,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"34,200",£1.77,"-£57,562","£24,442","£36,013"
3707,Actual,2018.Mar,Beverages,Soda,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"74,100",£1.63,"-£130,502","£19,491","£101,526"
3708,Actual,2018.Mar,Beverages,Soda,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"29,700",£2.04,"-£54,525","£18,923","£41,603"
3709,Actual,2018.Mar,Beverages,Water,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"53,600",£2.38,"-£146,092","£19,680","£108,059"
3710,Actual,2018.Mar,Beverages,Water,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"78,400",£2.11,"-£182,386","£39,240","£125,793"
3711,Actual,2018.Mar,Beverages,Water,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"17,600",£2.58,"-£43,865","£18,164","£27,157"
3712,Actual,2018.Mar,Beverages,Water,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"24,300",£1.86,"-£46,107","£15,472","£29,816"
3713,Actual,2018.Mar,Beverages,Water,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"51,200",£2.48,"-£136,101","£31,245","£95,580"
3714,Actual,2018.Mar,Beverages,Water,CO12,Plant | Colorado,BS20 7NZ,EUA,Plant,-104.604607,38.676463,1,"20,500",£2.57,"-£52,551","£17,678","£35,050"
3715,Actual,2018.Mar,Beverages,Coffee,CO07,"Plant |  Tijeras, Nvo. México ",SK6 2TE,EUA,Plant, ‎-106.675461,35.226997,1,"121,800",£1.07,"-£155,236","£23,807","£106,631"
3716,Actual,2018.Mar,Beverages,Coffee,CO08,"Plant | Rapid City, Dakota del Sur",BB12 7NG,EUA,Plant,-103.231018,44.080544,1,"176,400",£1.13,"-£215,902","£48,132","£151,268"
3717,Actual,2018.Mar,Beverages,Coffee,CO09,"Plant |  Pueblo, Colorado",DN21 1LG,EUA,Plant,-104.604607,38.276463,1,"60,000",£1.32,"-£69,684","£24,960","£54,277"
3718,Actual,2018.Mar,Beverages,Coffee,CO10,"Plant | Odessa, Texas",BA4 5QE,EUA,Plant,-102.367222,31.845556,1,"51,900",£1.22,"-£60,750","£20,983","£42,429"
3719,Actual,2018.Mar,Beverages,Coffee,CO11,Plant | Chihuahua,LL18 5JA,México,Plant,-106.069099,28.632996,1,"124,000",£1.07,"-£158,791","£26,367","£106,513"
